"Adduct","CF_class","CF_class_score","CF_componentindex","CF_Dparent","CF_Dparent_score","CF_kingdom","CF_kingdom_score","CF_MFramework","CF_MFramework_score","CF_NrNodes","CF_subclass","CF_subclass_score","CF_superclass","CF_superclass_score","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
,"Benzene and substituted derivatives","0.3125","54","Benzoic acids and derivatives","0.08333333333333333","Organic compounds","0.75","Aromatic heteromonocyclic compounds","0.3125","4.0","Benzoic acids and derivatives","0.08333333333333333","Benzenoids","0.3125","0","629","54",,,,"G4","0.0","0.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=629&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=54&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"629","2","290.981",,"290.981","0.0","349.009","false","629",,,,"1004500.0","Qe04835.mzML"
,"no matches","0.0","S316","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","754","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=754&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"754","1","315.055",,"315.055","0.0","1440.71","false","754",,,,"294546.0","Qe04835.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","391","27",,,,"G6","0.0","0.0","0.0","0.0","0.0","3.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=391&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"391","3","235.926",,"235.926","0.0","2015.1299999999999","false","391",,,,"1428060.0","Qe04837.mzML"
,"Organooxygen compounds","0.2144179894179894","116","O-glycosyl compounds","0.08994708994708994","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.23247354497354497","6.0","nan","0.16984126984126982","Organoheterocyclic compounds","0.3378306878306878","0","557","116",,,,"G2,G4","0.0","2.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=557&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=116&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"557","4","275.077",,"275.077","0.0","1307.5275","false","557",,,,"982665.0","Qe04833.mzML|Qe04835.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","354","27",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=354&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"354","1","235.926",,"235.926","0.0","1108.72","false","354",,,,"473384.0","Qe04833.mzML"
,"no matches","0.0","S15","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","15","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=15&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"15","1","140.986",,"140.986","0.0","629.002","false","15",,,,"942458.0","Qe04834.mzML"
,"no matches","0.0","S171","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","465","-1",,,,"G3,G4","0.0","0.0","2.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=465&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"465","4","249.124",,"249.124","0.0","155.386","false","465",,,,"6042060.0","Qe04835.mzML|Qe04834.mzML"
,"no matches","0.0","S289","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","696","-1",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=696&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"696","1","303.181",,"303.181","0.0","1288.62","false","696",,,,"227174.0","Qe04833.mzML"
,"Flavonoids","0.2341534391534391","50","Coumaric acids and derivatives","0.12108465608465607","Organic compounds","0.9333333333333333","Aromatic heteropolycyclic compounds","0.6108994708994708","15.0","nan","0.17497354497354495","Phenylpropanoids and polyketides","0.5246560846560846","0","437","50",,,,"G3,G4,G6","0.0","0.0","4.0","5.0","0.0","4.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=437&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=50&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"437","13","242.031",,"242.031","0.0","1034.493846153846","false","437",,,,"9850510.0","Qe04835.mzML|Qe04837.mzML|Qe04834.mzML"
,"no matches","0.0","228","no matches","0.0","no matches","0.0","no matches","0.0","2.0","no matches","0.0","no matches","0.0","0","1797","228",,,,"G1","1.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1797&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=228&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1797","1","1272.54",,"636.772","0.0","2063.24","false","1797",,,,"273574.0","Qe04832.mzML"
,"no matches","0.0","S443","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1033","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1033&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1033","1","373.15",,"373.15","0.0","1203.65","false","1033",,,,"237890.0","Qe04834.mzML"
"[M+H]","Carboxylic acids and derivatives","0.25510204081632654","51","Peptides","0.16326530612244897","Organic compounds","0.8571428571428571","Aromatic heteropolycyclic compounds","0.5187074829931972","7.0","Amino acids, peptides, and analogues","0.25510204081632654","Phenylpropanoids and polyketides","0.30272108843537415","0","1756","51","ReSpect:PT202350 Glutathione (oxidized form)|GSSG|Glutathiol|Glutathione Disulfide|Oxigluthione|(gamma-Glu-Cys-Gly) (gamma-Glu-Cys-Gly)(Disulfide bridge 2a-2b)|(2S)-2-amino-5-[[(2R)-3-[(2R)-2-[[(4S)-4-amino-5-hydroxy-","Isolated","ReSpect","G5,G6","0.0","0.0","0.0","0.0","1.0","1.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000221879","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1756&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true","1/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/t9-,10-,11-,12-/m0/s1/f/h23-26,29,31,35,37H","LC-Q-TOF/MS","ESI","Positive","3","0.0","0.89907","0.0","1756","2","611.144","Putative ReSpect Match","611.144","0.0","178.64749999999998","false","1756","12","C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N","CCMSLIB00000221879","1650900.0","Qe04837.mzML|Qe04836.mzML"
,"no matches","0.0","S84","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","180","-1",,,,"G2,G5,G6","0.0","1.0","0.0","0.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=180&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"180","3","214.048",,"214.048","0.0","113.59733333333332","false","180",,,,"6055690.0","Qe04833.mzML|Qe04837.mzML|Qe04836.mzML"
,"no matches","0.0","S440","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1029","-1",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1029&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1029","1","372.275",,"372.275","0.0","3170.58","false","1029",,,,"442764.0","Qe04833.mzML"
,"no matches","0.0","S202","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","523","-1",,,,"G5","0.0","0.0","0.0","0.0","2.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=523&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"523","2","265.144",,"265.144","0.0","3163.465","false","523",,,,"576800.0","Qe04836.mzML"
,"Organooxygen compounds","0.3214285714285714","327","Anilides","0.25","Organic compounds","1.0","Aromatic homomonocyclic compounds","0.5714285714285714","4.0","Anilides","0.25","Organic oxygen compounds","0.3214285714285714","0","775","327",,,,"G3,G4","0.0","0.0","1.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=775&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=327&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"775","2","321.083",,"321.083","0.0","146.54500000000002","false","775",,,,"3500310.0","Qe04835.mzML|Qe04834.mzML"
,"Flavonoids","0.45833333333333337","93","Flavonoid O-glycosides","0.23809523809523808","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.9226190476190477","4.0","Flavonoid glycosides","0.45833333333333337","Phenylpropanoids and polyketides","0.8571428571428571","0","1462","93",,,,"G4","0.0","0.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1462&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=93&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1462","2","487.124",,"487.124","0.0","2407.2650000000003","false","1462",,,,"650798.0","Qe04835.mzML"
,"Benzene and substituted derivatives","0.2240740740740741","242","Chromones","0.18333333333333335","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5814814814814815","3.0","1-benzopyrans","0.18333333333333335","Organoheterocyclic compounds","0.4518518518518519","0","738","242",,,,"G6","0.0","0.0","0.0","0.0","0.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=738&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=242&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"738","2","311.084",,"311.084","0.0","133.3175","false","738",,,,"3940790.0","Qe04837.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","366","27",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=366&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"366","1","235.926",,"235.926","0.0","2660.62","false","366",,,,"386318.0","Qe04834.mzML"
,"Steroids and steroid derivatives","0.2285714285714286","328","Steroidal saponins","0.2285714285714286","Organic compounds","0.2857142857142857","Aliphatic heteropolycyclic compounds","0.2857142857142857","7.0","Steroidal glycosides","0.2285714285714286","Lipids and lipid-like molecules","0.2857142857142857","0","2144","328",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2144&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=328&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2144","1","2140.08",,"1070.54","0.0","2560.01","false","2144",,,,"527318.0","Qe04836.mzML"
"M-H","Flavonoids","1.0","S760","Flavonoid-7-O-glycosides","1.0","Organic compounds","1.0","Aromatic heteropolycyclic compounds","1.0","1.0","Flavonoid glycosides","1.0","Phenylpropanoids and polyketides","1.0","0","1753","-1","Massbank:FIO00490 Hesperidin|Cirantin|Hesperidoside|(2S)-7-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2,3-dihydro-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one|(2S)-5-hydroxy-2-(3","Isolated","Massbank","G2","0.0","1.0","0.0","0.0","0.0","0.0","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005778295","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1753&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true","1S/C28H34O15/c1-10-21(32)23(34)25(36)27(40-10)39-9-19-22(33)24(35)26(37)28(43-19)41-12-6-14(30)20-15(31)8-17(42-18(20)7-12)11-3-4-16(38-2)13(29)5-11/h3-7,10,17,19,21-30,32-37H,8-9H2,1-2H3/t10-,17-,19+,21-,22+,23+,24-,25+,26+,27+,28+/m0/s1","qTof","ESI","Negative","3","0.0","0.935001","0.0","1753","1","609.182","Massbank","609.182","0.0","1951.61","false","1753","4","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O","CCMSLIB00005778295","179389.0","Qe04833.mzML"
,"Organooxygen compounds","0.2645502645502645","371","Medium-chain hydroxy acids and derivatives","0.1111111111111111","Organic compounds","1.0","Aliphatic acyclic compounds","0.31746031746031744","3.0","Carbohydrates and carbohydrate conjugates","0.1693121693121693","Organic acids and derivatives","0.3862433862433862","0","80","371",,,,"G4","0.0","0.0","0.0","3.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=80&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=371&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"80","3","189.077",,"189.077","0.0","1070.2726666666667","false","80",,,,"1521340.0","Qe04835.mzML"
,"Prenol lipids","0.2518518518518518","222","Iridoid O-glycosides","0.1851851851851852","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5111111111111111","3.0","Terpene glycosides","0.2518518518518518","Lipids and lipid-like molecules","0.31851851851851853","0","1556","222",,,,"G1,G2,G3,G4,G5","2.0","1.0","1.0","2.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1556&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=222&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1556","7","521.172",,"521.172","0.0","125.173","false","1556",,,,"1.3325E7","Qe04836.mzML|Qe04834.mzML|Qe04833.mzML|Qe04835.mzML|Qe04832.mzML"
,"Steroids and steroid derivatives","0.23710317460317462","125","Steroidal saponins","0.1111111111111111","Organic compounds","0.625","Aliphatic heteropolycyclic compounds","0.27881944444444445","24.0","Steroidal glycosides","0.22043650793650793","Lipids and lipid-like molecules","0.3934027777777778","0","2211","125",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2211&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=125&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2211","1","1105.58",,"1105.58","0.0","3101.41","false","2211",,,,"302446.0","Qe04835.mzML"
,"no matches","0.0","S786","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1846","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1846&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1846","1","1323.56",,"662.281","0.0","2438.79","false","1846",,,,"310949.0","Qe04834.mzML"
,"Organooxygen compounds","0.19243551587301588","67","Phenolic glycosides","0.0954861111111111","Organic compounds","0.9375","Aromatic heteropolycyclic compounds","0.43258928571428573","16.0","Carbohydrates and carbohydrate conjugates","0.1695188492063492","Benzenoids","0.2210565476190476","0","572","67",,,,"G2,G4,G5","0.0","7.0","0.0","5.0","3.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=572&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"572","15","279.051",,"279.051","0.0","1592.2253333333333","false","572",,,,"2.59537E7","Qe04836.mzML|Qe04833.mzML|Qe04835.mzML"
,"no matches","0.0","S189","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","510","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=510&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"510","1","263.14",,"263.14","0.0","572.454","false","510",,,,"7389380.0","Qe04835.mzML"
,"no matches","0.0","S143","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","386","-1",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=386&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"386","1","235.926",,"235.926","0.0","862.652","false","386",,,,"556550.0","Qe04836.mzML"
,"no matches","0.0","S540","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1182","-1",,,,"G2,G5","0.0","1.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1182&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1182","2","396.148",,"396.148","0.0","94.5712","false","1182",,,,"712435.0","Qe04833.mzML|Qe04836.mzML"
,"Steroids and steroid derivatives","0.2927035330261136","55","Steroidal saponins","0.15107526881720432","Organic compounds","0.5806451612903226","Aliphatic heteropolycyclic compounds","0.30268817204301074","31.0","Steroidal glycosides","0.26658986175115207","Lipids and lipid-like molecules","0.3970814132104455","0","1494","55",,,,"G2,G4","0.0","1.0","0.0","6.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1494&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1494","7","993.491",,"497.245","0.0","2456.41","false","1494",,,,"1.30752E7","Qe04833.mzML|Qe04835.mzML"
